run_id,machine,operation,status,month,year,n_samples,is_fault,x_mean,x_std,x_rms,x_peak,x_crest,x_kurtosis,x_min,x_max,y_mean,y_std,y_rms,y_peak,y_crest,y_kurtosis,y_min,y_max,z_mean,z_std,z_rms,z_peak,z_crest,z_kurtosis,z_min,z_max,process_name,timestamp,sampling_rate_hz,vibration_severity_score,fault_category,complaint_case_id
M01_Feb_2020_OP00_001,M01,OP00,good,Feb,2020,273408,0,0.0658210440074906,466.4424395871594,466.44244423125855,2297.0,4.924508968701753,6.874772144964319,-2076.0,2297.0,37.8489766210206,144.24199895097715,149.1251128838877,2588.0,17.354555178208496,11.373288479266051,-2236.0,2588.0,-1013.0558688845974,191.71669146227092,1031.0370911207638,1778.0,1.7244772426831594,2.585507346022733,-1778.0,-214.0,Workpiece_Loading,2020-02-07T08:02:00,2000,7.1199,normal,
M01_Feb_2020_OP00_002,M01,OP00,good,Feb,2020,271360,0,-0.0404702240566037,468.00299600870926,468.0029977585261,2311.0,4.938002557822074,6.842243773696884,-2115.0,2311.0,36.79090507075472,143.69424249285683,148.32938354055554,2559.0,17.252144780203512,13.251318005155069,-2559.0,2549.0,-1012.8486733490566,183.8330768180176,1029.3964422113197,1871.0,1.8175699111420784,2.7856008205101004,-1871.0,-156.0,Workpiece_Loading,2020-02-22T13:49:00,2000,7.121,normal,
M01_Feb_2021_OP00_003,M01,OP00,good,Feb,2021,269312,0,-5.534848057271863,469.3012378760533,469.3338752050752,2125.0,4.527693636159296,6.93623314520131,-2119.0,2125.0,32.76389837808935,170.55099990209166,173.66956153722802,1950.0,11.228219745243011,7.616251893175618,-1789.0,1950.0,-1013.4982733780894,192.30469690104604,1031.5812360597547,2006.0,1.9445875224157352,2.6954760706347454,-2006.0,-308.0,Workpiece_Loading,2021-02-10T08:54:00,2000,5.1885,normal,
M01_Feb_2021_OP00_004,M01,OP00,good,Feb,2021,267264,0,-5.624304058908046,471.0805013742699,471.1140749024386,2039.0,4.328038809755895,6.870205701491082,-2039.0,2024.0,30.928157177921456,159.70572384534162,162.672889982894,2033.0,12.497472690217664,9.45385677102472,-1973.0,2033.0,-1013.8410298431512,174.74878080436383,1028.7909263723282,2106.0,2.0470631554129985,3.1477748406689505,-2106.0,-302.0,Workpiece_Loading,2021-02-08T09:24:00,2000,5.5387,normal,
M01_Feb_2021_OP00_005,M01,OP00,good,Feb,2021,267264,0,-4.774485153256705,471.3918530124175,471.4160315421605,2172.0,4.607395282877116,6.842298325981571,-1977.0,2172.0,33.24403585967433,160.58145884120793,163.98649591905385,2121.0,12.93399183946803,8.640813544240636,-1926.0,2121.0,-1013.7606636135056,172.08342937903373,1028.26231563592,2067.0,2.010187447861183,3.2179765481794607,-2067.0,-281.0,Workpiece_Loading,2021-02-09T20:40:00,2000,5.7419,normal,
M01_Feb_2021_OP00_006,M01,OP00,good,Feb,2021,268288,0,-4.368398884780534,470.279808489952,470.30009694041365,2119.0,4.505633772532423,6.873547031381928,-1989.0,2119.0,34.77754129890267,167.56744836334988,171.13832747167075,2104.0,12.294148430007793,7.814676596432091,-2002.0,2104.0,-1013.3616300393606,193.6252327675757,1031.6940069615257,2086.0,2.021917337819519,2.803641985959609,-2086.0,-228.0,Workpiece_Loading,2021-02-27T17:10:00,2000,5.5178,normal,
M01_Feb_2021_OP00_007,M01,OP00,good,Feb,2021,270000,0,-4.118096296296296,468.8267563325122,468.844842320325,2272.0,4.845952850319979,6.914305153063927,-2061.0,2272.0,34.63088888888889,167.90228221141746,171.43650380545282,2065.0,12.045275971932876,7.795279938332804,-1883.0,2065.0,-1013.127848148148,192.0893938288048,1031.1771777511442,2051.0,1.9889889383247883,2.854209151471428,-2051.0,-267.0,Workpiece_Loading,2021-02-12T17:13:00,2000,5.5387,normal,
M01_Feb_2021_OP00_008,M01,OP00,good,Feb,2021,268288,0,-3.520869364265267,470.66893953754544,470.6821083985218,2080.0,4.419118472714253,6.910263546281436,-2004.0,2080.0,35.21975638120229,161.3545575991073,165.1536390684591,2188.0,13.248269988728708,8.581371815570728,-1895.0,2188.0,-1013.1140453542462,174.6074614485876,1028.0505019149427,2178.0,2.11857296498864,3.235277748687708,-2178.0,-286.0,Workpiece_Loading,2021-02-22T14:44:00,2000,5.8014,normal,
M01_Feb_2021_OP00_009,M01,OP00,good,Feb,2021,268288,0,-3.8764275703721376,470.51657387684224,470.5325418964243,2047.0,4.350389861984498,6.872672166370034,-2010.0,2047.0,35.1002057490458,160.93095974061347,164.71429278195717,2205.0,13.386816424722166,8.686615930557457,-1963.0,2205.0,-1013.0206680880248,178.87108412593054,1028.6912747320712,2030.0,1.9733811784577695,3.112099360812138,-2030.0,-251.0,Workpiece_Loading,2021-02-22T08:38:00,2000,5.7936,normal,
M01_Aug_2019_OP01_000,M01,OP01,bad,Aug,2019,38983,1,-0.5931046605110168,447.8716125488281,447.8719787597656,2428.0,5.421192026175758,7.256074905395508,-2385.0,2428.0,34.50934982299805,228.08737182617188,230.6832275390625,888.0,3.849434609846663,2.2782022953033447,-774.0,888.0,-1034.8624267578125,242.0322265625,1062.7886962890625,1717.0,1.61556102920105,2.572758674621582,-1717.0,-310.0,Face_Milling,2019-08-21T11:34:00,2000,3.152,tool_wear,CMP-2019-1000
M01_Feb_2019_OP01_000,M01,OP01,bad,Feb,2019,47081,1,0.2420509308576584,457.5335998535156,457.5336608886719,2356.0,5.149347909012682,6.494692802429199,-2356.0,2258.0,31.681697845458984,176.2740020751953,179.0984344482422,876.0,4.891165032786236,2.9681589603424072,-876.0,858.0,-1037.5819091796875,223.64344787597656,1061.41064453125,1618.0,1.5243864458459018,2.6933209896087646,-1618.0,-370.0,Face_Milling,2019-02-24T13:10:00,2000,3.3643,tool_wear,CMP-2019-1001
M01_Aug_2019_OP01_000,M01,OP01,good,Aug,2019,60416,0,-3.491558527542373,424.5801668973687,424.5945231671609,2246.0,5.289752640346141,7.663355594430839,-2082.0,2246.0,34.48096530720339,169.52168220238698,172.99288339479068,2110.0,12.197033534522486,9.984439089669037,-2022.0,2110.0,-1015.7325211864406,168.82559372550307,1029.6672451294796,1704.0,1.6549035701196106,3.454738058318142,-1704.0,-27.0,Face_Milling,2019-08-15T18:17:00,2000,5.6653,normal,
M01_Aug_2019_OP01_001,M01,OP01,good,Aug,2019,59392,0,-3.377727640086207,427.30591259984806,427.3192623633992,2108.0,4.933079750117426,7.482837962906935,-2030.0,2108.0,34.345837823275865,171.13701697111958,174.54946334364948,2082.0,11.92785105217425,10.404427403470208,-2082.0,2002.0,-1015.5819807381464,168.21097214384926,1029.418132125909,1690.0,1.64170413096366,3.4749674933946566,-1690.0,-269.0,Face_Milling,2019-08-21T13:43:00,2000,5.4761,normal,
M01_Aug_2019_OP01_002,M01,OP01,good,Aug,2019,55296,0,-2.0031105324074074,434.6547903915793,434.6594060435743,2543.0,5.850557849759419,7.426303619841174,-2129.0,2543.0,34.27533637152778,164.6313802826351,168.1614999253604,2258.0,13.427568147300232,14.448706372363716,-2258.0,1856.0,-1015.748679832176,175.0373098250621,1030.7198651484323,1667.0,1.617316262513227,3.3824041844748387,-1667.0,-234.0,Face_Milling,2019-08-11T07:14:00,2000,6.2163,normal,
M01_Aug_2019_OP01_003,M01,OP01,good,Aug,2019,59392,0,-3.1139547413793105,428.1703846750827,428.18170795462487,2322.0,5.422931332335351,7.474714287171301,-2322.0,2264.0,34.42153825431034,164.67861112406234,168.23759168967888,1922.0,11.42431950372428,10.0624341806226,-1922.0,1594.0,-1015.8061355064656,159.5072291984227,1028.253208650057,1745.0,1.6970528127900757,3.6617883211040585,-1745.0,-212.0,Face_Milling,2019-08-27T07:51:00,2000,5.4813,normal,
M01_Aug_2019_OP01_004,M01,OP01,good,Aug,2019,60416,0,-3.1384567002118646,424.6443685305822,424.6559662069944,2090.0,4.921631076251617,7.601223859768392,-2028.0,2090.0,34.01416843220339,159.9051113268111,163.48274613112588,1944.0,11.891163110514189,11.12483345043705,-1817.0,1944.0,-1015.9850205243644,158.74464696802207,1028.311929752298,1600.0,1.5559481065102605,3.688170632271561,-1600.0,-218.0,Face_Milling,2019-08-11T18:17:00,2000,5.4487,normal,
M01_Aug_2019_OP01_005,M01,OP01,good,Aug,2019,60416,0,-3.1688294491525424,424.1427078766322,424.1545450952989,2155.0,5.080695291184054,7.560804725663627,-2035.0,2155.0,33.83328919491525,159.3781775651564,162.92972393561982,1963.0,12.048139238090537,12.48868149550066,-1848.0,1963.0,-1016.0207891949152,159.40931677573565,1028.4500835486208,1754.0,1.7054789805139612,3.628081292067536,-1754.0,-306.0,Face_Milling,2019-08-03T12:58:00,2000,5.58,normal,
M01_Aug_2019_OP01_006,M01,OP01,good,Aug,2019,59392,0,-3.2915375808189653,427.5089136053914,427.521584755329,2141.0,5.007934280617191,7.505608206734944,-2117.0,2141.0,33.63916015625,173.98170067570686,177.2039087210807,2110.0,11.907186558289435,10.172305403522987,-1914.0,2110.0,-1015.7072332974138,170.9898112376487,1029.9993686016385,1622.0,1.5747582468929873,3.352653268624036,-1622.0,-257.0,Face_Milling,2019-08-19T16:13:00,2000,5.4779,normal,
M01_Aug_2019_OP01_007,M01,OP01,good,Aug,2019,64512,0,-2.6087394593253967,414.3015825407497,414.3097957052625,2514.0,6.0679231484752165,8.44150223641381,-2028.0,2514.0,32.682400173611114,161.30146986873237,164.57917080518308,1752.0,10.645332525547175,9.9602137897097,-1684.0,1752.0,-1015.344478546627,193.28618413575265,1033.5782307560864,1694.0,1.6389664077588009,3.244346763922193,-1694.0,-253.0,Face_Milling,2019-08-21T21:25:00,2000,5.4338,normal,
M01_Aug_2019_OP01_008,M01,OP01,good,Aug,2019,59392,0,-2.932869746767241,428.4987895085732,428.50882643799065,2123.0,4.954390362615363,7.484748630578653,-2035.0,2123.0,34.623215247844826,161.0134078974297,164.6939117175941,2178.0,13.2245325724893,13.304319189721308,-2178.0,1778.0,-1015.6616042564656,164.08467014215287,1028.830536743771,1641.0,1.5950148653185718,3.618991763130556,-1641.0,-93.0,Face_Milling,2019-08-21T20:09:00,2000,5.8766,normal,
M01_Aug_2019_OP01_009,M01,OP01,good,Aug,2019,59392,0,-2.622861664870689,428.67163986301375,428.6796638822028,2158.0,5.0340619857185445,7.45964123605677,-2158.0,2139.0,33.331492456896555,160.47814159598232,163.9030881939212,2172.0,13.25173322805369,13.11178959684003,-2172.0,1987.0,-1015.6721107219828,162.9279211408357,1028.6570584921496,1604.0,1.5593146294560143,3.602692865540655,-1604.0,-189.0,Face_Milling,2019-08-09T10:15:00,2000,5.9005,normal,
M01_Aug_2019_OP01_010,M01,OP01,good,Aug,2019,60416,0,-2.974344544491525,424.6573936132257,424.6678097947235,2348.0,5.529027503014602,7.594275724585706,-2217.0,2348.0,32.74382613877118,156.46814381343603,159.85755590095883,1957.0,12.242148886678066,13.52957346077,-1916.0,1957.0,-1015.892280190678,161.42580145786968,1028.6376496742332,1682.0,1.6351725027104391,3.6074055634744,-1682.0,-357.0,Face_Milling,2019-08-24T14:47:00,2000,5.764,normal,
M01_Aug_2019_OP01_011,M01,OP01,good,Aug,2019,60416,0,-3.0957858845338984,423.1716610456259,423.1829847741482,2242.0,5.297944578741865,7.566057914488578,-2242.0,2176.0,33.900473384533896,159.35377021626502,162.91981517861382,1985.0,12.18390775746821,12.233801866336952,-1985.0,1848.0,-1015.9929985434322,163.3315235149925,1029.0378805772912,1653.0,1.6063548594272017,3.5875696259652856,-1653.0,-253.0,Face_Milling,2019-08-19T19:57:00,2000,5.6648,normal,
M01_Aug_2019_OP01_012,M01,OP01,good,Aug,2019,59392,0,-2.994578394396552,428.7389659143304,428.7494237815948,2283.0,5.32478849735542,7.44130990058525,-2283.0,2238.0,34.243669181034484,164.5824294120776,168.10712343669925,1846.0,10.98109325923426,11.279853753759108,-1846.0,1836.0,-1015.9978448275862,163.58038850332375,1029.082195063737,1602.0,1.5567269628066778,3.532667577585657,-1602.0,-318.0,Face_Milling,2019-08-19T18:23:00,2000,5.2967,normal,
M01_Aug_2019_OP01_013,M01,OP01,good,Aug,2019,59392,0,-2.554636988146552,427.6287589493791,427.6363895305536,2172.0,5.079081325105089,7.465888957207997,-2037.0,2172.0,34.76224070581897,166.313118143008,169.90722952640786,1934.0,11.382682216588128,10.826837240850258,-1934.0,1916.0,-1015.6915914601292,166.2895736884814,1029.2140842799945,1768.0,1.717815590559895,3.5465521732861958,-1768.0,-366.0,Face_Milling,2019-08-08T10:32:00,2000,5.3736,normal,
M01_Feb_2019_OP01_000,M01,OP01,good,Feb,2019,58800,0,2.269676923751831,423.9693603515625,423.9754638671875,2373.0,5.597022003007595,7.615674018859863,-2184.0,2373.0,30.694965362548828,140.43368530273438,143.7490997314453,810.0,5.634817898082539,4.194265365600586,-675.0,810.0,-1037.598876953125,165.12486267089844,1050.65576171875,1608.0,1.5304727376828924,3.2834267616271973,-1608.0,-489.0,Face_Milling,2019-02-16T08:48:00,2000,3.7347,normal,
M01_Feb_2019_OP01_001,M01,OP01,good,Feb,2019,58800,0,2.1991496086120605,423.8206481933594,423.8263854980469,2196.0,5.181366887810527,7.468597412109375,-2194.0,2196.0,30.432992935180664,140.84036254882812,144.09085083007812,718.0,4.9829673144668645,4.008883953094482,-708.0,718.0,-1037.8104248046875,161.82595825195312,1050.3514404296875,1614.0,1.5366285396245374,3.3302252292633057,-1614.0,-515.0,Face_Milling,2019-02-02T09:09:00,2000,3.414,normal,
M01_Feb_2019_OP01_002,M01,OP01,good,Feb,2019,58800,0,2.5973470211029053,423.2658386230469,423.2738037109375,2196.0,5.188131135797136,7.47860050201416,-2117.0,2196.0,30.19998359680176,142.76046752929688,145.91981506347656,772.0,5.290576880625653,4.032272338867188,-757.0,772.0,-1037.7781982421875,163.20664978027344,1050.533203125,1667.0,1.5868132440185694,3.280824899673462,-1667.0,-507.0,Face_Milling,2019-02-21T11:50:00,2000,3.5185,normal,
M01_Feb_2019_OP01_003,M01,OP01,good,Feb,2019,56400,0,1.8289716243743896,422.83343505859375,422.8373718261719,2133.0,5.044492616127778,7.409417152404785,-1994.0,2133.0,30.350868225097656,140.77005004882812,144.00479125976562,819.0,5.687310768171819,3.965166330337525,-694.0,819.0,-1037.5543212890625,167.72544860839844,1051.023681640625,1667.0,1.5860727299672728,3.227591037750244,-1667.0,-511.0,Face_Milling,2019-02-22T19:38:00,2000,3.5936,normal,
M01_Feb_2019_OP01_004,M01,OP01,good,Feb,2019,60000,0,2.6904666423797607,418.660400390625,418.6690673828125,2233.0,5.333568142396924,7.643453598022461,-2233.0,2162.0,30.44063377380371,139.16392517089844,142.45431518554688,823.0,5.777290768117777,4.018668174743652,-728.0,823.0,-1037.853515625,162.79354858398438,1050.54345703125,1672.0,1.591557197191,3.348832368850708,-1672.0,-495.0,Face_Milling,2019-02-03T18:24:00,2000,3.7099,normal,
M01_Feb_2020_OP01_000,M01,OP01,good,Feb,2020,66560,0,-1.563341346153846,410.7892115628544,410.79218635776914,2295.0,5.58676643864211,8.085925069065832,-2028.0,2295.0,36.74842247596154,147.47307224125169,151.98274109498485,2865.0,18.85082463547264,33.18933231598638,-2395.0,2865.0,-1013.2813551682692,147.0186642952803,1023.8913967715582,2170.0,2.119365400317112,4.004803528682133,-2170.0,-148.0,Face_Milling,2020-02-20T20:33:00,2000,7.8956,normal,
M01_Feb_2020_OP01_001,M01,OP01,good,Feb,2020,55296,0,0.1920030381944444,439.0416549376547,439.0416969213304,2338.0,5.325234519624531,6.96670986234581,-2295.0,2338.0,38.6044921875,181.4801468385586,185.5406977285564,2479.0,13.36095007913975,16.88099284016054,-2211.0,2479.0,-1013.7075737847222,181.38594944691323,1029.8077042852544,1618.0,1.57116711524603,3.2711342384598345,-1618.0,-52.0,Face_Milling,2020-02-09T06:43:00,2000,6.0393,normal,
M01_Feb_2020_OP01_002,M01,OP01,good,Feb,2020,60416,0,-0.4539360434322034,430.6005324599052,430.6007717279259,2274.0,5.280993786599207,7.320882117226146,-2028.0,2274.0,37.822944253177965,175.874181274421,179.89525494277748,2769.0,15.392290368530206,16.990989390196912,-2516.0,2769.0,-1013.576767743644,171.84223454786724,1028.0406692753245,1618.0,1.5738676964409817,3.5656390572031693,-1618.0,-163.0,Face_Milling,2020-02-24T09:43:00,2000,6.6383,normal,
M01_Feb_2020_OP01_003,M01,OP01,good,Feb,2020,59392,0,-0.1384193157327586,434.3814223867577,434.3814444410002,2330.0,5.363949196767478,7.160162043666232,-2114.0,2330.0,37.69723195043103,176.70290313301396,180.6792663045761,2492.0,13.792396056109538,19.071125421467777,-2414.0,2492.0,-1013.615167025862,174.63897374860412,1028.5496964059791,1871.0,1.8190662119076615,3.498834163734698,-1871.0,-302.0,Face_Milling,2020-02-18T14:49:00,2000,6.2419,normal,
M01_Feb_2021_OP01_000,M01,OP01,good,Feb,2021,58368,0,-4.422748766447368,429.4741802555833,429.4969525070654,2117.0,4.929022168009852,7.156108096096592,-1854.0,2117.0,29.88500548245614,150.95689507966927,153.88663920165618,1747.0,11.352512531713009,11.9481227550251,-1747.0,1696.0,-1013.7424444901316,185.192020388489,1030.5192032060334,1776.0,1.7234031102717078,3.5064217707721994,-1776.0,-306.0,Face_Milling,2021-02-21T16:07:00,2000,5.3247,normal,
M01_Feb_2021_OP01_001,M01,OP01,good,Feb,2021,54272,0,-3.943783166273585,434.52556063393695,434.5434572858045,2285.0,5.258392369481997,6.937454762520169,-1916.0,2285.0,32.725456957547166,152.3064116258546,155.78253610538164,1846.0,11.849852019043029,14.04474750289007,-1846.0,1725.0,-1013.6698665978772,196.1205309927641,1032.467849923397,1729.0,1.674628415914628,3.308732275150734,-1729.0,-257.0,Face_Milling,2021-02-10T19:10:00,2000,5.5723,normal,
