run_id,machine,operation,process_name,timestamp,year,month,fault_category,vibration_severity_score,complaint_case_id,x_rms,y_rms,z_rms,x_crest,y_crest,z_crest,x_kurtosis,y_kurtosis
M01_Aug_2019_OP06_000,M01,OP06,Boring_Operation,2019-08-27T20:57:00,2019,Aug,chatter_vibration,4.1675,CMP-2019-1010,338.4057006835937,238.26104736328125,1057.13232421875,6.702014757489441,5.708024937565147,1.8777214115243048,10.573908805847168,3.2170567512512207
M01_Aug_2021_OP06_000,M01,OP06,Boring_Operation,2021-08-06T21:28:00,2021,Aug,chatter_vibration,3.6097,CMP-2021-1011,377.2911729745946,540.2932754006678,1096.9817774005471,5.674662312187641,4.627116630585609,2.282626796165731,7.877155583252671,4.655315013157248
M01_Aug_2021_OP06_001,M01,OP06,Boring_Operation,2021-08-09T13:53:00,2021,Aug,chatter_vibration,4.5653,CMP-2021-1012,342.8259615132728,268.5977379139668,1046.7935088999166,5.994295154687225,7.758814412158287,1.86569746888517,9.649245267636005,3.589728488228427
M01_Aug_2021_OP06_002,M01,OP06,Boring_Operation,2021-08-21T14:49:00,2021,Aug,chatter_vibration,3.4424,CMP-2021-1013,372.6744445744689,531.4381009163302,1096.0438046903053,5.565179019366774,4.299654082121882,2.1084923705699783,8.040437061895751,4.213175421266373
M01_Aug_2019_OP07_000,M01,OP07,Profile_Milling,2019-08-16T06:24:00,2019,Aug,tool_wear,4.0244,CMP-2019-1014,445.281005859375,215.43902587890625,1048.7802734375,5.746932760047175,6.275557524846639,1.785884085959229,7.6925048828125,4.409903049468994
M01_Aug_2021_OP07_000,M01,OP07,Profile_Milling,2021-08-11T18:46:00,2021,Aug,tool_wear,3.8198,CMP-2021-1015,579.2643942556637,345.02023646654203,1078.789279878583,4.7007895306580485,6.17065254433694,2.5417382719159107,4.609572916172846,5.387544973775351
M01_Aug_2021_OP07_001,M01,OP07,Profile_Milling,2021-08-06T20:58:00,2021,Aug,tool_wear,5.4291,CMP-2021-1016,581.1282257104634,394.5688364201018,1113.263453701695,5.24841139194572,10.203542774760532,3.628970291413644,4.70530039413488,8.83013072264993
M01_Feb_2019_OP07_000,M01,OP07,Profile_Milling,2019-02-05T06:58:00,2019,Feb,tool_wear,3.6446,CMP-2019-1017,471.1916809082031,246.6064300537109,1060.617919921875,4.739048014803618,5.831153711956348,2.075205367227932,6.456358432769775,5.243949890136719
M01_Feb_2019_OP08_000,M01,OP08,Slot_Milling,2019-02-07T17:51:00,2019,Feb,tool_wear,3.6085,CMP-2019-1018,327.5821228027344,173.58251953125,1050.2899169921875,5.928284435623634,4.76430462141734,1.6071752881662256,11.861851692199709,3.9861671924591056
M01_Feb_2019_OP08_001,M01,OP08,Slot_Milling,2019-02-09T16:17:00,2019,Feb,tool_wear,3.7054,CMP-2019-1019,327.9980163574219,167.5263214111328,1050.1397705078125,5.9847922917341805,5.032045071479611,1.6035960614896756,11.837319374084473,4.088376045227051
M01_Feb_2019_OP08_002,M01,OP08,Slot_Milling,2019-02-20T14:35:00,2019,Feb,tool_wear,4.0534,CMP-2019-1020,326.43670654296875,169.4454345703125,1049.8961181640625,6.396339499048209,5.789474366704921,1.588728609566446,11.892206192016602,4.092209339141846
M01_Aug_2019_OP09_000,M01,OP09,Chamfering,2019-08-05T15:05:00,2019,Aug,chatter_vibration,4.6169,CMP-2019-1021,401.8009338378906,136.59803771972656,1048.1492919921875,5.746626763519624,8.243163802325915,1.630492920289773,9.97972297668457,8.7892427444458
M01_Aug_2021_OP10_000,M01,OP10,Reaming,2021-08-14T21:05:00,2021,Aug,spindle_bearing_fault,3.7024,CMP-2021-1022,442.4894235882932,297.651930092012,1070.039074929042,5.143625765206234,5.600501228010471,2.110203312107771,8.163618403154643,3.2591554643567866
M01_Feb_2019_OP10_000,M01,OP10,Reaming,2019-02-16T17:26:00,2019,Feb,spindle_bearing_fault,3.3909,CMP-2019-1023,441.6597900390625,283.6812438964844,1113.7659912109375,4.745734267125879,5.033818874966154,2.011194467847388,8.046350479125977,2.915710926055908
M01_Feb_2019_OP10_001,M01,OP10,Reaming,2019-02-11T16:42:00,2019,Feb,spindle_bearing_fault,3.589,CMP-2019-1024,440.4781799316406,280.3731384277344,1106.5150146484375,5.255651937989921,5.16454610495156,2.035218655135472,8.13759708404541,3.047564744949341
M01_Feb_2019_OP10_002,M01,OP10,Reaming,2019-02-04T11:21:00,2019,Feb,spindle_bearing_fault,3.4201,CMP-2019-1025,439.5220031738281,274.0917663574219,1107.606201171875,4.809770579708444,5.042106949676995,2.042242087130559,8.131775856018066,3.095657587051392
M01_Feb_2019_OP11_000,M01,OP11,Surface_Finishing,2019-02-19T21:55:00,2019,Feb,tool_wear,3.9192,CMP-2019-1026,353.2351379394531,265.9669189453125,1067.366943359375,6.330061083513344,5.196134938436323,1.967458345103484,10.20793914794922,3.357560157775879
M01_Feb_2019_OP11_001,M01,OP11,Surface_Finishing,2019-02-05T20:34:00,2019,Feb,tool_wear,3.9823,CMP-2019-1027,351.916748046875,272.2881774902344,1067.5709228515625,6.475963456267331,5.273824274105703,1.9464748950350808,10.187768936157228,3.4160280227661133
M01_Feb_2019_OP11_002,M01,OP11,Surface_Finishing,2019-02-16T17:21:00,2019,Feb,tool_wear,4.1766,CMP-2019-1028,350.625244140625,248.1830902099609,1063.7386474609375,6.539745891999574,5.866636597877138,1.929985344520812,10.368297576904297,3.376838207244873
M01_Feb_2021_OP11_000,M01,OP11,Surface_Finishing,2021-02-18T18:29:00,2021,Feb,tool_wear,3.5772,CMP-2021-1029,352.1373883080927,356.02006397892177,1059.054724228692,6.244721727975239,4.182348554625721,1.9574059324552493,8.702692276374485,2.8078764625523527
M01_Feb_2019_OP12_000,M01,OP12,Tool_Change,2019-02-18T07:39:00,2019,Feb,actuator_fault,3.3579,CMP-2019-1030,400.3787231445313,274.5326843261719,1084.8577880859375,5.2824984889032525,4.334638707667182,2.058334303835142,9.463319778442385,2.7488110065460205
M01_Feb_2019_OP12_001,M01,OP12,Tool_Change,2019-02-03T13:40:00,2019,Feb,actuator_fault,3.2689,CMP-2019-1031,400.9339599609375,270.5248718261719,1081.4979248046875,4.978375990386216,4.4136422353328575,1.9509977334270467,9.380241394042969,2.848597526550293
M01_Feb_2019_OP12_002,M01,OP12,Tool_Change,2019-02-22T15:14:00,2019,Feb,actuator_fault,3.2618,CMP-2019-1032,401.5664978027344,256.2247314453125,1079.0611572265625,5.194656455192453,4.218952612038249,1.8812650111672733,9.37356948852539,2.923199415206909
M01_Feb_2019_OP14_000,M01,OP14,Spindle_Run_Test,2019-02-25T10:50:00,2019,Feb,actuator_fault,3.2958,CMP-2019-1033,471.2373352050781,371.2874450683594,1158.3360595703125,4.626119021429582,4.468236192835861,2.530353756825339,6.369924545288086,5.918074607849121
M02_Feb_2021_OP00_000,M02,OP00,Workpiece_Loading,2021-02-15T13:26:00,2021,Feb,process_anomaly,4.004,CMP-2021-1034,497.7835058150666,313.215894263415,1231.2963859501278,5.150833585379105,6.267242614288004,2.6419309250955267,6.480246521669166,3.5525704062734182
M02_Aug_2019_OP01_000,M02,OP01,Face_Milling,2019-08-22T18:04:00,2019,Aug,tool_wear,4.7757,CMP-2019-1035,435.3078300178409,187.65494714680943,1053.9187684580156,4.509452540560888,9.672007200428656,2.3720993256982603,6.375426051619763,2.9869144306159754
M02_Feb_2019_OP01_000,M02,OP01,Face_Milling,2019-02-05T06:05:00,2019,Feb,tool_wear,2.9793,CMP-2019-1036,440.9343566894531,197.46319580078125,1066.3599853515625,4.438302369298705,4.137479881690275,1.8117709090172296,6.169700145721436,2.6755592823028564
M02_Feb_2019_OP01_001,M02,OP01,Face_Milling,2019-02-24T22:13:00,2019,Feb,tool_wear,3.201,CMP-2019-1037,442.0455017089844,200.00559997558597,1066.2794189453125,4.357017529991653,4.974860704507557,1.786586110687844,6.133986949920654,2.684394598007202
M02_Feb_2019_OP02_000,M02,OP02,Contour_Milling,2019-02-17T08:19:00,2019,Feb,tool_wear,3.3667,CMP-2019-1038,414.1319274902344,378.5691528320313,1083.4776611328125,5.210899852803278,4.583046418390588,1.8662129110127943,8.034415245056152,3.014600276947021
M02_Feb_2019_OP02_001,M02,OP02,Contour_Milling,2019-02-15T20:02:00,2019,Feb,tool_wear,3.4944,CMP-2019-1039,412.9990539550781,377.4598388671875,1081.531494140625,5.179188619237513,5.009804501785327,1.9111787416254755,8.055398941040039,3.046228647232056
M02_Feb_2021_OP03_000,M02,OP03,Pocket_Milling,2021-02-09T07:41:00,2021,Feb,chatter_vibration,3.4664,CMP-2021-1040,370.57591844766887,385.98458690298327,1068.5087527577862,5.629075976491375,4.448364153026571,1.936343520499929,8.730896830402994,2.4572171830440714
M02_Aug_2019_OP04_000,M02,OP04,Drilling_Cycle,2019-08-05T15:27:00,2019,Aug,spindle_bearing_fault,3.6796,CMP-2019-1041,442.7780520450016,251.33528273539343,1061.143919699536,4.905392193602337,5.510567338283866,2.518037327826917,6.824852887324103,3.4085343663060828
M02_Feb_2019_OP04_000,M02,OP04,Drilling_Cycle,2019-02-01T17:15:00,2019,Feb,spindle_bearing_fault,4.0319,CMP-2019-1042,453.93743896484375,359.892333984375,1139.528076171875,4.844279874809592,6.638096381635404,2.6475872451824927,6.297417640686035,5.244637489318848
M02_Feb_2019_OP04_002,M02,OP04,Drilling_Cycle,2019-02-19T19:11:00,2019,Feb,spindle_bearing_fault,4.4065,CMP-2019-1043,451.1373596191406,363.80810546875,1140.2568359375,4.9098128380898185,7.693616381618593,2.8362031237822483,6.361395835876465,5.289059162139893
M02_Feb_2019_OP05_000,M02,OP05,Thread_Tapping,2019-02-26T08:46:00,2019,Feb,spindle_bearing_fault,4.3653,CMP-2019-1044,327.1604309082031,108.89922332763672,1065.6263427734375,5.685284112252228,7.3462415576013935,1.83178654810621,10.219276428222656,7.6798095703125
M02_Feb_2019_OP05_001,M02,OP05,Thread_Tapping,2019-02-14T08:27:00,2019,Feb,spindle_bearing_fault,5.0025,CMP-2019-1045,328.5621032714844,114.71774291992188,1065.810302734375,5.825382723516655,9.318523645868886,1.8417911658048831,10.170401573181152,8.027207374572754
M02_Aug_2019_OP07_000,M02,OP07,Profile_Milling,2019-08-07T16:38:00,2019,Aug,tool_wear,3.7122,CMP-2019-1046,515.5591374978773,402.53792022985886,1089.9068580446235,3.7881202328763712,6.471440003745442,2.858042388675807,4.863010667283208,7.678828353578367
M02_Feb_2019_OP07_000,M02,OP07,Profile_Milling,2019-02-05T16:55:00,2019,Feb,tool_wear,3.6928,CMP-2019-1047,495.93304443359375,307.3298034667969,1094.20947265625,3.883588765898205,6.611789605428007,2.4611375310639594,5.193690776824951,5.190617561340332
M02_Feb_2019_OP07_001,M02,OP07,Profile_Milling,2019-02-23T16:46:00,2019,Feb,tool_wear,3.5437,CMP-2019-1048,492.7752075195313,298.99761962890625,1092.5347900390625,4.312311105699804,5.769276699061827,2.3349370869085018,5.2775421142578125,5.169758796691895
M02_Aug_2019_OP08_000,M02,OP08,Slot_Milling,2019-08-01T20:20:00,2019,Aug,tool_wear,4.0549,CMP-2019-1049,354.09887059234114,281.79677067254704,1054.840829647835,5.622723384204614,5.983035206457928,2.4885271087547607,9.903180621157576,5.182425465630599
M02_Aug_2021_OP08_000,M02,OP08,Slot_Milling,2021-08-14T10:26:00,2021,Aug,tool_wear,3.9284,CMP-2021-1050,313.75879004192285,167.31452951167836,1052.058718370795,6.412569348993113,5.319322850188447,1.6767124963630435,9.964282141181531,4.732217803328742
M02_Feb_2019_OP08_000,M02,OP08,Slot_Milling,2019-02-23T12:26:00,2019,Feb,tool_wear,3.9185,CMP-2019-1051,335.2230224609375,223.3944549560547,1063.77490234375,6.148145747478194,5.5372905305252,1.7024278313108674,11.2631254196167,3.2138512134552
M02_Feb_2019_OP08_001,M02,OP08,Slot_Milling,2019-02-17T21:55:00,2019,Feb,tool_wear,4.1197,CMP-2019-1052,334.14434814453125,220.0554962158203,1063.4290771484375,5.868721140696315,6.507449369024441,1.6663076439019144,11.373519897460938,3.3453586101531982
M02_Feb_2019_OP10_000,M02,OP10,Reaming,2019-02-15T15:46:00,2019,Feb,spindle_bearing_fault,4.0174,CMP-2019-1053,435.1290893554688,239.4100799560547,1133.177001953125,5.005411160228666,6.478423967297853,2.5715311861937526,7.947186470031738,3.6407392024993896
M02_Feb_2019_OP10_001,M02,OP10,Reaming,2019-02-01T18:16:00,2019,Feb,spindle_bearing_fault,3.7942,CMP-2019-1054,435.2576599121094,237.46185302734372,1133.1141357421875,5.325581175224047,5.457718717670267,2.5063671084994503,7.959068298339844,3.637723207473755
M02_Feb_2019_OP11_000,M02,OP11,Surface_Finishing,2019-02-15T07:35:00,2019,Feb,tool_wear,3.6978,CMP-2019-1055,318.2853088378906,239.1659698486328,1061.9852294921875,5.702430962418116,5.205590079508199,1.8041682189084487,10.074052810668944,2.8448591232299805
M02_Feb_2019_OP11_001,M02,OP11,Surface_Finishing,2019-02-14T19:35:00,2019,Feb,tool_wear,3.5299,CMP-2019-1056,314.9706115722656,241.2889404296875,1061.143798828125,5.705294189288842,4.658315453656434,1.778269827410677,10.258831977844238,2.7656519412994385
M02_Feb_2019_OP12_000,M02,OP12,Tool_Change,2019-02-21T21:29:00,2019,Feb,actuator_fault,3.6463,CMP-2019-1057,403.2115783691406,252.98995971679688,1133.2659912109375,5.0420179108517225,5.2927001589268965,2.42661477651996,8.82604694366455,3.280813694000244
M02_Feb_2019_OP12_001,M02,OP12,Tool_Change,2019-02-06T17:10:00,2019,Feb,actuator_fault,3.7681,CMP-2019-1058,403.0428161621094,251.8201446533203,1132.610107421875,5.078864869723093,5.694540450583021,2.3759279405738654,8.83543872833252,3.340539693832397
M02_Feb_2019_OP14_000,M02,OP14,Spindle_Run_Test,2019-02-26T18:23:00,2019,Feb,actuator_fault,4.1638,CMP-2019-1059,492.6065368652344,391.7905578613281,1309.6004638671875,4.350327979074859,6.873570447180534,3.629351188502651,5.453625679016113,8.689070701599121
M02_Feb_2019_OP14_001,M02,OP14,Spindle_Run_Test,2019-02-04T12:37:00,2019,Feb,actuator_fault,4.4276,CMP-2019-1060,494.1003112792969,389.4314880371094,1294.4329833984375,4.831002825761662,7.377420902662674,3.461747388602126,5.472004413604736,9.073494911193848
M03_Aug_2019_OP01_000,M03,OP01,Face_Milling,2019-08-18T17:34:00,2019,Aug,tool_wear,4.1241,CMP-2019-1061,483.0239816737978,194.09002431244727,1055.4477227040495,4.121948548187383,8.212683808179493,1.8475571627594345,5.5811778761704485,5.265223152234855
M03_Feb_2021_OP01_000,M03,OP01,Face_Milling,2021-02-27T07:48:00,2021,Feb,tool_wear,6.6385,CMP-2021-1062,489.3605296014567,211.66804032601272,1061.1199966844638,6.541189585941774,13.903846775673689,2.0563178592598352,6.557670570152185,12.186370223728105
M03_Feb_2021_OP02_000,M03,OP02,Contour_Milling,2021-02-13T15:46:00,2021,Feb,tool_wear,4.2021,CMP-2021-1063,482.0061246297142,613.3277482648789,1066.5400626688984,6.989537742052814,5.416353669629378,2.1499426793795458,7.542853536421087,2.532797745618288
M03_Aug_2019_OP04_000,M03,OP04,Drilling_Cycle,2019-08-26T19:17:00,2019,Aug,spindle_bearing_fault,4.4296,CMP-2019-1064,474.0791976039002,444.8639477946444,1062.073352561265,5.8787645905707455,7.238168019599553,2.1721663521982792,5.951769137650843,6.0681105348155855
M03_Feb_2021_OP04_000,M03,OP04,Drilling_Cycle,2021-02-17T08:16:00,2021,Feb,spindle_bearing_fault,5.7355,CMP-2021-1065,461.2362301829002,335.81375025203084,1061.3270518985496,7.393174639918869,9.752429724935585,2.64385986862438,7.344674549780161,5.267206158731486
M03_Aug_2019_OP07_000,M03,OP07,Profile_Milling,2019-08-17T21:00:00,2019,Aug,tool_wear,4.8578,CMP-2019-1066,562.131066428632,293.73131954833275,1052.2742845655434,4.360193105091761,10.30533619858646,2.027038036837192,4.620353855029571,5.933526773844484
M03_Aug_2021_OP07_000,M03,OP07,Profile_Milling,2021-08-11T12:51:00,2021,Aug,tool_wear,5.0359,CMP-2021-1067,479.6737246035059,266.42695650027605,1051.8189766423689,4.980468759206535,10.291751390393408,1.909073751844605,6.795552175777075,7.696142629693734
M03_Feb_2021_OP07_000,M03,OP07,Profile_Milling,2021-02-05T16:45:00,2021,Feb,tool_wear,4.2966,CMP-2021-1068,541.7745355157746,348.63771661202185,1056.5403926521485,5.341705470237511,7.457598177461061,1.9932981404652952,5.864386234054659,5.7653490807331895
M03_Aug_2021_OP10_000,M03,OP10,Reaming,2021-08-18T17:22:00,2021,Aug,spindle_bearing_fault,6.1566,CMP-2021-1069,452.7873394873138,235.8010070188656,1044.5123193412107,5.83276026001605,13.036415912142647,1.9655105660169303,8.741863634253013,11.805524129496083
